label,text
positive,Классные фотки! Классный образ!
neutral,Что за корпорация такая??? 😄
negative,"Ребята, Украине нужны деньги любым путем. Просто чтобы ВЫЖИТЬ. Что Вы сейчас нападаете на Яценюка. Он - заложник и у него самая неприглядная роль марионетки. Он согласится на что угодно, чтобы евро... дали денег. Впереди непонятная история с российским газом. Платить нечем. Дойдем до абсурда - дайте денег, и мы вам вашими деньгами заплатим. Т.е. вроде и никто никому не должен.Согласиться с изнасилованием своей страны на ЛЮБЫХ условиях, чтобы дали деньги. А расхлебывать всю баланду будет новоизбранное после 25 мая правительство. Вот людей жалко..."
positive,Я очень в тебе ВЛЮБЛЕНА ЖЕНЯ
speech,"...она сказала ""ДА""!
...и я на седьмом небе от счастья!
Выражаем благодарность за содействие и помощь: брату Валентину,замечательным подругам: Катюхе и Танюхе, Полинке и Свете! А так же всем нашим друзья, которые смогли прийти и порадоваться вместе с нами!
Ребята, всем огромное спасибо!!!"
skip,во наш новий сингл)
skip,пееерееееханный каткооом..:D
negative,Я ИХ ТЕРПЕТЬ НЕ МОГУ!!!!!!!!1
neutral,FootballTop.ru приглашает к сотрудничеству редактора ленты новостей | Футбол Топ.ру
speech,"Миша, с днем Автомобилиста!!!"
positive,"Напишу тебе слова, что повторяю часто сам себе. "" Отче,пусть меня минует чаша сия, впрочем, не как я хочу, но как Ты. Пусть будет так как Ты захочешь, а я буду благодарить тебя за всё, что ты нам даёшь."" УДАЧИ!"
negative,Очередное сумасшествие Раскалова и компании
positive,Ещё немножко!*))))) Скучаю....
positive,"Очень хороший анекдот, ок"
neutral,Когда докурит отец на балконе-значит мне домой возвращаться пора
neutral,трубу возьми)
skip,Читай забор… Там кратко… И по делу…
skip,ещё 1 день)*
neutral,Пора гулять с собакой
negative,На ноуте плохо(
neutral,"В человеке, весящем 70 килограммов, содержится, между прочим:
— 45 литров воды,
— достаточно извести, чтобы побелить курятник,
— фосфора, которого хватит на 2200 спичек,
— жиру примерно на 70 кусков мыла,
— железа на двухдюймовый гвоздь,
— углерода на 2000 карандашей,
— одна ложка магния."
negative,Ребят говорю всем и сразу кому Таня Гийдамака говорила что я с ней встречаюсь это не правда шлите ее сразу:)
positive," Очень сильный фильм!!! Гораздо шире и честнее припудренного духлеса! Смотреть строго в плохом настроении ибо хорошее быстро улетучится, но оооочень советую!"
positive,"так уже хочеться мандаринок,снега и новогодних фильмов.©"
speech,С Днём Рождения!!))))
positive,"Хозяин, начисляяяй ))"
positive,"ура,спим на час больше!"
neutral,"Всем привет! Я обосновался в институте Вишневского и всячески лечусь) Всякая информация о болезни, перспективах и лечении, появится в ближайшее время в группе - 

Карантин пока к сожалению не сняли( Но доехать до меня вполне можно:) При наличии желания и времени, можно привезти всяких ништяков, и минут 15-20 потусить на свежем воздухе, поговорить и всё такое=)
Буду очень благодарен и рад видеть тех кто осилит)

То что можно и нужно:
1. Кофе
2. Молоко
3. Сыр плавленный\нарезка
4. Крекеры
5. Пастила
6. Печенье овсяное
7. Йогурты питьевые
8. Чай
9. Яблоки (не кислые)
10. Бананы (не зелёные)
11. Груши
12. Вода без газа

13. Сигареты (я стараюсь курить поменьше, но пока сложно)
14. Средство для мытья посуды (можно не много, просто в баночку перелить)"
skip,CS ЛОХ ЛУЗЕР НЕВДАХА ПОПРОУЙ ЦЕ СТЕРТИ !!!!! ХАХАХХАХАХАХАХХАХАХАХАХАХ
neutral,я почти скопировала начальную картинку с видео))))))
speech,настух с днем рождения  желаю счастья чтоб твои желания сбылись ))))***
neutral,Потанцуем?
speech,Всем спасибо за поздравления!!!!!
neutral,"Возможно, дело в общем падении интереса к космосу, а к конкретным программам? Космонавт отлетал на орбите 200 суток, выходил в открытый космос, может, действительно, он не ждет ничего нового от еще одного полета?"
skip,"-Ты меня любишь?
-Люблю!
-А если я тебя разлюблю?
- Вырублю...♥"
negative,"дожили... в светлое будущее направляемся, теперь все кроме Святого Путия будут признаны экстремистами."
neutral,Немного музыки с того света
neutral,кто на Лилу
negative,"Странно, мы все время были в городе одном,
Ты все там же, в доме на последнем этаже,
А я в различных точках, именующихся дном."
neutral,"По-моему, выбор очевиден)"
neutral,"Узнаешь себя?
"
neutral,все равно у  нашей команды заслуженное 2-е место и мы это знаем наверняка...
neutral,"Вспоминая подготовку к литературе XD
- Ну так что там, в этом ""Портрете"", дальше было?
- Да все просто. Его отец разорился, и он снял себе проститутку. Его отец начал пить, а он в универе читал Аристотеля и прогуливал пары. Не, уже без проституток (с)."
neutral,Нееет наш разговор!!!
neutral,Бло(Х)г про блох
neutral,"завёл твиттер, друзья, добавляйтесь если кто есть)"
speech,с др хохол\0
negative,"[id52325612|Юлия], непозорься"
skip,ааааааааааааааааааааа
positive,Хорошая прогулка 😊
positive,"Рыбы. 13 июня! Ееее ))

Вы красиво проснетесь, красиво умоетесь и прекрасно позавтракаете. Чувствуете как охуительно все начинается? Это только малая часть бонусов сегодняшнего дня!"
neutral,"Тот, кто щеголяет эрудицией или учёностью, не имеет ни того, ни другого. Э.Хеммингуэй"
neutral,Алекс Фоломкин - Супермаркит для поклонников 2
positive,"играет и правда замечательно. какая фразировка. ни один звук не выбивается, слитность офигетительная. при моей не любви к фортепианной музыке. славно...."
positive,"Береги тех, кто рядом, цени того, кто забыл свою гордость ради тебя, кто многое прощал и всегда ждал... Бог посылает нам таких людей лишь однажды."
speech,Привет:)))
negative,не ну пиздец!!!! как открыть этот долбанный доступ в facebook ???
neutral,Ты есть кто?:з
neutral,Может я уже лягу спать?
skip,згадала тебе))))
speech,"Друзья, спасибо всем, кто дарил мне денюжку)))Ура!!! благодаря вам у меня есть ШМ))))Спасисибище!!!!!!"
positive,прислали сертификат) вот так всё это и выглядит
negative,зачем ШКОЛОТЕ инструменты?! все равно пропьют или потеряют
skip,Больше не рыжая... :Р
positive,классная...)романтика*)
positive,Юра хватит ахаххахаха давай лучше по сотке чая выпьем за мир во всем мире и начнем клан поднимать ))))))))
negative,"Шендерович: Киселев - бесспорный мерзавец...

Киселев стерпит?
Или Шендерович специально посажен, что вызывать у народа рвотный рефлекс на либероидов?"
positive,"Серег, я нашел выход:D"
neutral,"[id139423449|Phantom], в Щвеции не существует пожизненного заключения,самое большое помоему около 22 лет,отсюда и разное обращение.Там скорее всего даже клеток нет."
neutral,"лол
почитай про невралгию тройничного нерва или о защимлении полового нерва, например."
speech,"ЖЕЛАЮ КЛЮЧ ОТ НОВОЙ ТАЧКИ, 
ДЕНЬЖАТ УВЕСИСТУЮ ПАЧКУ, 
ВИНА ХОЛОДНОГО В БОКАЛЕ И, 
ЧТОБ ДРУЗЬЯ НЕ ЗАБЫВАЛИ!!!
С ДНЕМ РОЖДЕНИЯ!!!"
positive,В дебатах мы победили!
neutral,"Губернатор Ярославской области сказал... старался душещипательно говорить. @ Ростов Великий, Ярославская область"
positive,"Чем старше я становлюсь , тем моложе и бесшабашнее себя ощущаю! Эх.... Чувствую путной старухи из меня не получится"
positive,#доверие#любимыйразрешает😘😍🚘
speech,"С Днём Рождения Натали 😃 
Счастья тебе немереного , здоровья крепкого, успеха , удачи во всех твоих начинаниях , фортуны , открытых дверей , здоровых родителей , исполнения желаний и искренней , доброй , а самое главное настоящей любви ❤ С Праздником малышка 😘"
neutral,"Когда есть выбор между двумя, всегда выбирай второе. Если бы нужно было первое, второе не появилось бы. ©"
positive,такой хорошенький!!!!и я такого хочу!!!
neutral,"Сложи своё имя и посмотри, как оно читается по-японски :-). A- ка B- зу 
C- ми D- тэ E- ку F- лу G- жи H- ри I- ки J- зу K- ме L- та M- рин N- то
 O-мо P- но Q- ке R- ши S- ари T-чи U- до V- ру W-мей X- на Y- фу Z- з!"
negative,"Человека узнаешь только когда сломал ему челюсть и две руки. Лишь тогда он показывает свой истинный характер.

Маргарита Цемох  ""Уебище. Дневник в письмах"""
neutral,"Мар'яна,  МиниТест « Когда парень найдет тебя? Или уже нашел и кто он? » показал результат ниже. Много других тестов здесь - VK.com/minitest"
neutral,БОБЕР УКУСИЛ БРЕВНО И ОТРАВИЛСЯ СМОТРЕТЬ БЕСПЛАТНО И БЕЗ СМС.
positive,"и снова чётенькие перчаточки,в которых даже ребёнку удобно играть))"
speech,"Димка, С Днем Рождения!
Оставайся таким веселым и добрым)"
positive,"- У тебя есть с кем идти на выпускной? - Нет, но есть тот, кого на выпускном я хочу сразить наповал"
neutral,"Я нарубила про тебя правду-матку! Чтобы поколоть об неё глаза - заходи в приложение!
"
positive,Хвастаюсь. В эту субботу участвовал во всероссийском тесте по истории отечества  Из 40 баллов набрал 37. Это четвёртый результат среди 152 человек тестировавшихся в Вологде.
neutral,"У нас было два джета, 75 целебных порошков, 5 бутылок РотГата, 10мм пистолет, наполовину заряженный бронебойными патронами, и целое море ментатов, боффаутов да стимуляторов. Не то что бы это был необходимый запас для того что бы убить Френка Хорригана. Но если начал собирать дурь, становится трудно остановиться. Единственное что вызывало у меня опасение - это книжки. Нет ничего более беспомощного, безответственного и испорченного, чем задротство. Я знал, что рано или поздно мы подсядем на эту хуету."
neutral,"Те, кто считают девушек слабым полом, пусть попробуют ночью перетянуть на себя одеяло."
positive,Наши вечерние посиделки в узком семейном кругу)))
neutral,"НОВИНКА В АТЫРАУ-ВЫЕЗДНОЙ ДЕТСКИЙ КОКТЕЙЛЬ БАР!!! УКРАШЕНИЕ ЛЮБОГО ДЕТСКОГО ПРАЗДНИКА! Профессиональное оборудование, профессиональный бармен и изысканные коктейли украсят любое ваше мероприятие. Ведь выездной бар - это не только вкусные коктейли, но и живое общение детей с барменом.Заказывая коктейль, детям дается возможность почувствовать себя взрослыми, будто они находятся в настоящем баре. Более 50 видов различных коктейлей, смузи и милкшейков с добавлением высококачественных сиропов и фруктов разнообразят ваше мероприятие. Наши бармены с выездным портативным баром выедут в любую точку - пикник, коттедж, детский сад, рестораны, офисы и т.д. Добро пожаловать в выездной бар - ""A&D's Bar"".
Тел: 8(775)9033110
По всем вопросам обращаться по указанному телефону или мне в личку Вконтакте"
skip,"Самое тяжелое в жизни - это синий кит, все остальное пустяки!"
neutral,"20 февраля в Украине будет отмечаться День Героев Небесной Сотни

☺ Отправлено через 💚 vk.com/ranks 💚"
skip,"И ТИХО ПЛАКАЛ СНЕГ

И тихо плакал снег
На абрисе лица-
Прервало время бег,
Под небом из свинца.

И выкуплен билет
В чертоги пустоты-
И не найти ответ,
Куда ведут мечты.

Как всё преодолеть,
И не сойти с ума-
Бедой переболеть,
Хлебнув судьбы до дна.

Так близко неба ртуть,
И неизбежен страх-
Нам остаётся путь
В приют на облаках."
neutral,не удержался))
skip,A я тeбe кохaю!)))
positive,"жду тебя, как воробей лета!"
neutral,"Девушкам надо сразу объяснять, что у тебя есть девушка и отправлять их в список друзей."
neutral,"Постоянно хочу две вещи:
похудеть и покушать."
speech,"Поздравляю С ДНЕМ РОЖДЕНИЯ!!! Желаю всего хорошего и побольше))
И вот видио"
neutral,В НАЛИЧИИ В САЛОНЕ В БЕЛОМ И КРЕМОВОМ ЦВЕТЕ!!!
negative,"Я ХАЧУ СПААТЬ!!!!!!!!!!!!!
Матвеев умоляю...."
skip,ЗЭЭЭЭэээЭЭДД
neutral,"Андрей, какие упражнения на грудь ты знаешь???"
speech,"приветик хороший,как ты?"
neutral,Мясо выращивается из клеток животных в лабораторных условиях / Мега медицинский сайт
skip,"Новинка от ЛДПР: сеть биотуалетов""Хватит терпеть!"""
neutral,ОТКРЫТА ГРЕТТЕЛЬ Начальный урон 300
neutral,"Хуикоко торжествует, у нас и в конце мая Новый год! :))"
negative,"Вчера меня усиленно пытались поздравлять в письмах молодые 
граждане со днём Соплей и Вазелина. Сегодня молодежь празднует заморские 
гадские праздники, а завтра будет собирать деньги на памятник кумирам свой 
кислой юности - какой-нибудь анимешной черепашке или Робокопу, как это делается 
в Америке:)"
neutral,Россиянам разрешили отдыхать в Египте Вести.Ru )))))))))))))
neutral,Искандерам все равно
positive,зайка я тебя люблю
positive,бусик такой...😊😇
neutral,Присед 205 кг
positive,Защитила диплом на 5!!!!!! И ещё сегодня Егору 9 лет!!!!!!!!!
speech,Паздравляю тибя с этим днем вопщим магу  тебе стрелу в попу запустить..Абращайся)))))))))))
skip,таке слухай )
positive,Все решили! Базара нет!! 
skip,Ха-ха)))))она и от Влада получила!)
positive,Хор СС ВВС Германии – Гимн Люфтвафф хахахаха ебать тебя понесло)))
skip,"Самое время и место для того, чтобы потребовать зачета по физике поединком."
neutral,"Несколько поверхностный анализ того, что умеет или будет уметь Мемория. С прицелом на Big Data.

"
neutral,Что ты хочеш со мной зделать
neutral,это ты в детствеее))
neutral,Савина ты что забыла про нас?:*
negative,"Мир невесомых слов, очень глупых людей."
speech,Доброе утро:*
neutral,Больше ничего не хотите?
neutral,"Полезно, ага!"
positive,"Досмотрел «Жандарм и инопланетяне»… И теперь хочу пейджер. Я очень хочу пейджер!...))) 
И чтобы непременно носить его на ремне… И тоже изображать инопланетянина…)"
negative,"..Викусичка,прийми мои соболезнования..пусть  дядь Паше земля будет пухом((((((((((("
positive,"Банька перед началом трудной недели то,что нужно ♻️💦💨🔥💪🏼"
positive,Красотка моя)))***
positive,"пап,я люблю тебя очень!!!очень!!"
neutral,"– Долго ли ждать перемен к лучшему?
– Если ждать, то долго!"
neutral,на вот тебе на бюжитерию
speech,С Новым Годом*
positive,Моя любимая семья!👪😘😘😘
neutral,"наш 
репортаж 2"
positive,"аааааа,заряд энергии до конца жизниии))какая я счастливаяя^____^"
neutral,на работе)
speech,C наступающим всех=)
speech,"с праздником тебя, дружище=)))))))))"
neutral,Набережная и чайки. Gopro
speech,"Поздравляю тебя с Днем Рождения 🎂 🎁 🎉 и в этот прекрасный день желаю тебе любви , радости и огромного счастья в жизни 🌟! Никогда не огорчайся по мелочам и вообще не обращай на них внимания , чтобы они не портили твоего настроения ! Пусть тебя всегда оберегает удача 🙏 , чтобы твои глаза светились радостью победы и неугасимой надеждой ! Пусть эта надежда подарит тебе исполнение самой желанной мечты ✨ , которая обязательно поведет за собой появление новой 😄 !
Будь всегда такой же красивой 💄 👩 , улыб
чивой , отзывчивой и вообще, самой лучшей ! Пусть любовь накроет твою жизнь цветочным покрывалом 🌺 🌼 и подарит тебе истинное, волшебное и постоянное счастье , которое будет излучать доброту и свет в твоем доме 🌻 , и пусть оно никогда не покидает твоего сердца 🍸🍈🍇🌸☀🌿👑 Удачи в ЗНО,200 балов"
neutral,"Призвал персонажа ""Призрак гробниц Именанд""
"
neutral,Continental 195/75/16c 1шт. - Шины / диски в Васильевке на Slando
speech,"С Днём Рождения!))
Всего тебе самого самого))"
neutral,"никогда не говори плохо о человеке,с которым тебе было хорошо......"
speech,Поздравляю!!!)))
neutral,"Уважаемые френды, кто сможет помочь с наблюдением на выборах в воскресенье? Нужно еще 5 наблюдателей на участки"
skip,отстань от меня всё отдам самое ценное! (хохол)
skip,З святом тебе*-*
speech,"Салават, спасибо за денюху! Было весело!! Особенно футбол... Молодежь(мы) 7:3 Ветераны...."
skip,ти любиш таке дивитися=)
neutral,это ты то будешь гулять до утра? хахаххаха да уж не поверю
neutral,Снова моя картинка здесь ^~^
speech,"С Наступающим!!!
☆Отправлено через "
skip,"Шел, говорят, к успеху шоколад :("
neutral,Засранка в теме
neutral,"Кто понял, пожалуйста напишите в комментах что он хотел сказать"
skip,"Ти чого не спиш,а?"
neutral,Тебе никого не напоминает....
positive,Мой Пупсик))))
positive,один из хитов в крымских клубах)) готовтесь под неё жечь
negative,"Всегда есть момент, когда дороги расходятся. Каждый выбирает свой путь в надежде, что их дороги вновь сойдутся. И вдруг ты осознаешь, что все закончилось. На самом деле.
Ты не можешь вернуть прошлое, к сожалению, некоторые вещи случаются всего один раз в жизни. И не важно как ты сильно будешь пытаться чувствовать это снова, ты больше никогда не поднимешься на три метра над уровнем неба..."
positive,А так же отдельный респект группе О.З.У.:)))))
neutral,"Короче звонят мне сейчас
из
рая и
говорят, что у них сбежал
самый
добрый, милый и
красивый
ангелочек,и знаешь я
тебя не
выдам. Разошли это тем о
ком ты
так думаешь, посмотри
сколько раз
вернётся:8-тебя любят,5-
ты
кому то
нравишься,3 у тебя мало
друзей.."
neutral,помнишь я те рассказывал)))
negative,"Все,терминальная стадия. Кент Хованд номер два. Как жаль,что пари нельзя сделать ""законным"",так сказать. Ох ,как жаль."
negative,"Самое страшное, что мы так молоди, но у каждого из нас уже есть глубокие рани на серце.....((("
neutral,"послушай,как тебе?))))"
speech,"Хоть и маленько не складно, НО зато все чистая ПРАВДА!!!! Спасибо большое что выручаешь, Вы боги , маги и волшебники!!!!УРА!

Компьютеры у каждого теперь уж есть,
Но иногда приходит к вам плохая весть.
Он может вовсе не включается,
Иль вирусом внезапно заражается.

И в интернет зайти не можем мы,
Но не потерпим уж такой вот кутерьмы.
К тебе, администратору системному, придём,
И в курс проблем своих тебя введём.

Решишь проблемы очень быстро,
И иногда совсем и бескорыстно.
Сегодня тоже мы к тебе придём
Поздравить с профессиональным твоим днём.

И пожелаем мы тебе успехов,
Работа, чтоб всегда была потехой.
И пусть наш лучший поздравок
Тебе сейчас уж будет впрок."
negative,"Бля КиШ такое дерьмо стал, чисто за бабки на скорую руку какуюто дерьмоввую стрепню забабахали, с такими песнями им терь только на радио попса тусить, фу воще не уважаю на пенсию им пора пока воще имидж свой не засрали лучше уйти красиво чем так дальше играть!!!!!!!!!!!!!!!"
positive,Хорошего дня)))
positive,вкусно наверно! халва все-таки с(=
skip,"Я буду биться за победу, Я буду биться за мечту, Я буду падать на колени, Но побеждённым не уйду..."
skip,"Марина Цветаева. Посвящение женщине

В гибельном фолианте
Нету соблазна для
Женщины. - Ars Amandi
Женщине - вся земля.

Сердце - любовных зелий
Зелье - вернее всех.
Женщина с колыбели
Чей-нибудь смертный грех.

Ах, далеко до неба!
Губы - близки во мгле...
- Бог, не суди! - Ты не был
Женщиной на земле!"
speech,"Насть, С Днем Варенья!:)
Выходи быстрей в школу, а то мы уже голодные:)"
skip,"Витя,милый,куда ты пропал ? 😭"
neutral,"договорились сегодня с девочками - первая, кто нажрется в питере досостояния, хмм, салютирования, - раньше всех замуж выйдет! (должно бытьвесело, замуж я еще не пробовала) 
(с) Кам"
neutral,"Внимание, в зонах D6 и D7 в этом году запрещено пользоваться громкой музыкой, холодильниками, генераторами. Они объявлены тихой зоной. Нарушители останутся без билетов. Внимание, вопрос: а в какой зоне живем мы? По-моему между D5 и D6?"
neutral,Вот тебе социальная реклама о вреде алкоголя!
positive,Перевод сильный) Первая строчка припева... Ваще огонь. Правда трек старый)
positive,"Как же красиво на улице)))
Всем горячих объятий и теплых эмоций этой зимой!:)))"
neutral,"послушай)
только что навоял)"
neutral,закрыли на КАРОНТИН!!!! =)
positive,ЖИЗНЬ ПРОХОДИТ МИМО?? ПО МОЕМУ СЕГОДНЯ НЕ ПЛОХО ПО ГУЛЯЛИ=)))))))))))
neutral,Продам планшет Acer Iconia Tab A500 32Gb цена 6000р!!!
positive,"боже, сколько я мечтал о такой штукенции"
speech,"С новым годом, боксёр! Держи хвост пистолетом, пускай все мечты сбудутся в новом году!!! Удачи!)"
neutral,"Жду тебя на секс-садомазо фесте!вход-100р!Чудо-Юдо+Plush Fish!
"
skip,Друзя всех з наступающим)))
skip,"Нужно, чтобы о ком-нибудь болело сердце. Как это ни странно, но без этого пуста жизнь..."
neutral,кто в ХО на хелоуин идет?
positive,"Сеафуд на последочек в колоритном Мексиканском рестике.  Шашлычок из лобстеров конечно вкусно, но я начинаю скучать по нашему Русскому свиному шашлыку под коньячок. #домалучше #явозвращаюсь"
neutral,"✨ГОГОЛЯ 34 SOROKA MOTORS✨ ✌🏻️
☎ 310 09 34 автозапчасти🔩📦🚘 
📞 286 54 08 сервис 🔨🔧

архив за прошедшую зиму
из разобранного и увиденного (это когда машину совсем не любят)"
negative,"Уясните раз и навсегда, что характер вашей Женщины — это отражение вашего к ней отношения. Для непонятливых: это не она стерва, это ты — МУДАК !!!"
positive,стал счастливым обладателям профиля адика
positive,"Ты как то странновато улыбаешься ,а я хочу жениться на тебе ) ..."
positive,"Ха-ха!Прям крутое у тебя ""почти соло"" было))))Только я не помню. Какую группу тогда вспомнили. Битлз кажется))"
negative,"меня поймали борцы с педофилами, отдадут только знакомому, кто меня заберет?"
skip,пiсня Гальмакова
neutral,куплю зимки)
neutral,"бхах, я этот трюк еще в девяностых проделывал"
speech,Ребятки!!!!))))Всех с Наступающим!
skip,"И почему говорят,что грехи не дают спать спокойно? Я вот,когда хорошо нагрешу перед сном, замечательно сплю!!!"
neutral,Я про это говорил!
neutral,"даже Виктор Фадеев кидает мне нычки !!! 
 а ты ?"
neutral,без комментариев
neutral,"Алексею Навальному дали 15 суток.

Твиттер–трансляция Петра Шкуматова из зала суда над Алексеем Навальным:

19:59. «Просьба Навального принять видео к рассмотрению — это «попытка уйти от ответственности». О как!

19:56. «Выкрикивал «Это наш город!», чем привлекал внимание средств массовой информации…»

19:54. Приговор: «Навальный совершил неповиновение…»

19:53. Судья Боровкова вышла из совещательной комнаты."
neutral,"вот оно,свободное падение)"
neutral,"А ТЕМ ВРЕМЕНЕМ ИДЁТ ГОСПОТАЛИЗАЦИЯ В ПСИХ,ДИСПАНСЕР-чела-лрава которого защищает правозащитник г.ЕЙСКА-адвокат со стажем."
speech,кабан с днем рождения тебя=)
positive,ахахахаа)))
speech,"С Днем Рождения, мамочка!)*"
speech,"С днем рождения, Анатольюшка!!!***)))"
positive,Все! Свобода!!!
neutral,мама говорит это все план тормозит....
neutral,"У кого есть подобная форма? Отзовитесь, очень надо!"
neutral,Таинственный незнакомец =))
positive,"Андрей! Как лицо всей мужской половины не позволил команде моей мечты ударить в грязь лицом!!!
""А теперь групповое фото команды после победы в турнире"""
neutral,На Кубану 2012!
negative,"Скоро взлетаем. Эээх, опять мерзнуть :)"
positive,Будущий Тарантина и Старара. :)
skip,Дякую за футболку
skip,КУМОНЬКО ВИТАЮЮ!!!
neutral,"Валентин, я подобрала тебе мотоцикл
"
speech,"С днем рождения, любимая!!! Твой подарок ждет тебя дома, приезжай скорее))))))"
neutral,Островитянка
positive,шедеврально...
positive,"ИРКА, давай порадуемся вместе!!!)))"
negative,Инога анти- ватничество доходит до абсурда...
neutral,В ожидании вечера ... )
skip,Айсбакетчелендж бля)
skip,"Выздоравливай,Любимая Кумушка...*"
speech,C Днём Рождения!❤
neutral,"До тех пор пока ты не принял окончательное решение, тебя будут мучить сомнения, ты будешь все время помнить о том, что есть шанс повернуть назад, и это не даст тебе работать эффективно. Но в тот момент, когда ты решишься полностью посвятить себя своему делу, Провидение оказывается на твоей стороне. Начинают происходить такие вещи, которые не могли бы случиться при иных обстоятельствах... На что бы ты ни был способен, о чем бы ты ни мечтал, начни осуществлять это. Смелость придает человеку силу и даже магическую власть. Решайся!
И. Гёте"
neutral,во) шансончика еще кину нормального)
neutral,СКАЗАЛ ЖЕ НЕ ЗНАЮ
speech,Спасибо Братан!Приятно очень!))
positive,"Вспоминайте чаще на небо ушедших, 
Вспоминайте с любовью, улыбкой, теплом. 
Наши улыбки - для них награда, 
Продолжение жизни, пища и дом. 

Вы по-прежнему так же любите, 
Тех, кто покинул вас навсегда. 
В сердце бережно их храните 
Руки, губы, улыбки, глаза. 

Вы по ним никогда не плачьте, 
Они ведь чувствуют вашу боль, 
И поглубже печаль запрячьте, 
Пусть их там окружает любовь. 

Они живы пока их помнят, 
Так же любят и нежно чтут, 
Ведь любимые не уходят, 
Ведь любимые с нами, тут."
skip,ДЕРЖИ ЕЩЁ МУССОЛИНИ)))))
neutral,Хех))) вид с окна сашкиной общаги ))) как он тут спит?!)))
positive,А железный человек ниче такой.
speech,С Днем Святого Валентина!!! =)))
positive,"несмотря на то, что я знаю твое отношение к этому празднику, все равно это повод сказать, что я тебя люблю!)"
neutral,Злобный вампир ищет спутницу для совместного празднования Хэллоуина. 
neutral,Элементы платья....
neutral,После душа
neutral,"блять,видео!"
neutral,Ляпис Трубецкой — альбом «Матрёшка»
speech,"Здорово Вовка!!!!
С Дном тебя Рождения!!!!
Всего Самого-Самого тебе!!!!!
))))))))))"
skip,"Родной город:бровары 

теперь ясно что за город,если ты его с маленькой буквы пишешь=)))"
skip,Пока ты не замужем весь мир как шведский стол!!!
negative,"Лучше на ринг с дьяволом,чем вновь влюбиться в ту которая однаждны предала!"
positive,А так слушаю еще этакое)))
neutral,"Озёра,реки,горы и тайга-это всё Карелия..."
neutral,у меня есть молоко)
neutral,Негритята)
skip,Барбара Стрейзанд УуУууУууУууу!=)))
neutral,НАМ ТУДА !!
speech,С днюшкой)!
neutral,"Удачная сторона фото, угадайте кто не влез в кадр ?)"
skip,"Она любила кофе, ваниль и его...но потом разлюбила, и полюбила доширак, ягу, и долбежку в задницу (с)"
neutral,на вот животное)
neutral,всегда таак
skip,мама не хотела папа не старался
neutral,Заметьте - учебник по матанализу под редакцией незабвенного Демидовича!!)) кто знает - тот поймет
negative,ЛИТВА ПОЗОР!!!!!
speech,"И тебя, Мишаня, с праздничком!"
neutral,Братишка)))
neutral,обама на всю Америку кричит на Американцев козлы козлы козлы
neutral,"Ириша, а у нас с тобой 
 одинаковые цветы на аватарках!"
neutral,"Вот почему когда человек не может решить простейшее квадратное уравнение, или не знает для чего нужен диодный мост - все нормально, не у всех технический склад ума. А когда человек не знает кто написал ""Сто лет одиночества"" - он мудак безграмотный, с которым не о чем поговорить?(с)"
neutral,раскрывай свои тайны
speech,"*О*....
Я польщена!От этих слов,редко кто мне это говорит, спасибо очень приятно))).Жаль зараза не скажешь мне кто ты? 😆"
neutral,"девочки, подскажите пожалуйста где лучше покупать свадебное платье???????"
neutral,Судак 3 кг
neutral,"Григорий, узнай всю правду о себе здесь:
 ♥♥♥  ♥♥♥"
neutral,Наша будущая совместная игра=)
speech,"Анечка,Фенейка, с Бёздником тебя!!!! Отметить хорошо!!!!"
positive,"Как ты,девочка моя))"
negative,в автокатастрофе погиб вокалист GOTTHARD Стив Ли ему было 47..
neutral,"А вы заметили, что если человек счастлив, то он редко меняет статусы?"
negative,мне не нужны ваши хуёвые советики. просто поддакивайте
speech,"Дорогая моя, поздравляю тебя с днем твоего рождения и желаю тебе оставаться всегда такой доброй, рассудительной, справедливой, заботливой, нежной, женственной, красивой, энергичной, веселой, как сейчас))) Крепкого здоровья тебе и всем твоим родным и близким, успехов во всех начинаниях, любви большой и настоящей, а главное взаимной;)) Пусть все хорошее, что ты делаешь, возвращается тебе с троицей, пусть  окружающие люди испытывают к тебе уважение и  симпатию. Пусть только лучшее сопровождает твой жизненный путь. И пусть не будет больше негативных эмоций, а только счастье и радость. Я тебе искренне этого желаю, ведь так хочу, чтобы ты была счастлива. Люблю тебя :*** Очень сильно скучаю!!!!!"
skip,"ох и Сашка, то не женат, то влюблен 
следующим шагом - женат)"
