label,text
neutral,"Как реагируют парни, которым мы нравимся,на то, когда мы рассказываем, что расстались со своим парнем))"
neutral,"Пахан, я и брат ))"
positive,"Чувак, я скучать ! (:"
neutral,так внимательно что-то смотришь/слушаешь)
positive,Братишкааа😊
positive,"Уф! Матушку мою наградили Премией Правительства Российской Федерации в области культуры за 2012 год, а я, кажется, наконец хоть дух переведу в своем любимом древнем Риме!). Честно говоря - ура!"
speech,"Моя ты хорошая,спасибо тебе за твою поддержку и честность!ты мне очень помогла***"
positive,поснимал няшек :)
neutral,она наша ЛАЙФ.....)))
speech,"Мне очень в жизни повезло
Иметь сестру, как ты, родная.
И в день рождения от души
Тебе сегодня пожелаю
Всегда цвести и быть счастливой.
Не знать болезней никогда,
Чтоб молодость с тобой осталась
Еще на долгие года.
И, как бы жизнь ни повернула,
Пусть будет верным поворот,
Чтоб ты почаще улыбалась,
Тебе улыбка так идет."
neutral,ГРОЗНЫЕ :)
positive,"Я скучаю… Безумно, нежно, по ночам и наутро вою 
Это чувство себя- живою не дает мне никак уснуть. 
Это в общем-то неизбежно, ведь так было тепло с тобою, 
Волны, ветер и шум прибоя... 

Это милый и есть та суть, 

О которой не надо всуе, о которой лишь с придыханьем. 
Я как вспомню твое дыханье- так все тело бросает в дрожь. 
Я тут, знаешь, тебя рисую, но не красками, а стихами. 
Мы же нас сотворили сами, мы себе и ловцы, и рожь. 

Мне с тобою встречать рассветы очень сложно из разных точек. 
Прочитай меня между строчек и похить изо всех миров. 

Я в тебе нахожу ответы. Я хочу с тобой уголочек, 
Двух сынишек, а можно дочек. И на этом- довольно слов."
neutral,"|  Ребят голосуем за меня, я должен победить того хуесоса
 | Обсуждаем мою будущую победу! Я же нагибатор и
 | хардкорщик, хуле.
 \/"
positive,#Восхитительнаятренировка
positive,ееее..норм СП=)))
neutral,Трансформеры |||
positive,Ты сегодня взорвал зал) Без тебя разминка сошла бы на нет! ;)
neutral,"ты девушка,
ты должна следить за собой)))"
neutral,Мои мишки)
negative,Вперд Раися! Бегемод в суде)
neutral,Сезон можно считать открытым)
positive,"У нашего льва и близкого друга открылся ресторан))) так что все в гости идем и зовем всех знакомых...) Вася, рад за тебя)
"
neutral,можно жениться!!!))
positive,Надеюсь у нас все получится ✔️👌
neutral,а я в свою очередь предложу вам такое зрелище!!!!
neutral,"Ахахах, готовишься к НГ"
neutral,"Как же ,все-таки ,сложно сделать выбор!))"
positive,Идём в кино!))
negative,Люди вообще ко всему быстро привыкают! и ето их самая сильная слабость!
neutral,"Дискотека ""Резонанс"")))))"
speech,Всем доброго дня!!! Как на счет спорт зала ии аквапарка сегодня?
speech,"Тебе желаю в день рождения,
Мой самый лучший человек,
Чтобы прекрасные мгновения
Слились в один счастливый век.
Пусть неизменная удача
Не разлучается с тобой.
С любовью искренней, горячей
Я поздравляю, мой родной!!!
С Днем Рождения Любимый***"
positive,Будьте все счастливы!
speech,Мужики - это круто! С праздником!
positive,"В моей жизни есть пара человек, переписки с которыми я готова 
распечатать и поклеить вместо обоев, чтобы ежедневно читать и 
наслаждаться..."
neutral,Перезалил. Это очень жизненная картинка
positive,Счастье - это не Лондон... и даже не Париж... Счастье - это не шмотки и не косметика... Счастье - это человек... который рядом с тобой...
positive,кому-то осень... А у меня весна...)
skip,аксахуй! =)
neutral,#крестиныдоченьки👼💖#
skip,"Я такая,как есть,я не буду другой,я такая,как есть,я останусь такой,я наивна бываю,биваю вредна,но,такая,как я на свете одна!=)"
neutral,"все, я сваливаю . всем plur."
neutral,Это для покушать)))
positive,"Цивилизация добралась и сюда, уже завтра смогу посмотреть ""Марсианин"" в 4dx, наконец 😃😎"
positive,ЫЫ)))Помнишь Реальных пацанов?:)))
negative,"Смех сквозь слезы... Даже если учить детей дома, то они все равно не сдадут ТАКОЙ экзамен! Параллельное образование и... здравствуй, шизофрения!"
neutral,"во как ""петь"" надо))"
neutral,"Берегите друзей. Нет сокровища дороже, чем столько общих воспоминаний, столько тяжких часов пережитых вместе, столько ссор, примирений, душевных порывов. Друг - это тот, кому ты доверяешь как себе, потому что друг - это часть тебя."
neutral,Сегодня произошло пополнение в моей линейке объективов )
neutral,"давай уже домой,на родину)))))))))))))"
neutral,сходил я сегодня на футбик
negative,Сукииииииииииииииииии
positive,Григоряшкааааааа
neutral,Улыбнись) нееее)
positive,СНЕЖНОГОРСК!!!))))👍👍
neutral,Нужно только желание и вера в себя!!! Остальное сделаем мы!)
negative,"Всё, я устала нет сил.!!!!!! Больше не могу. Доказывать не буду, а буду молчать, всё простите. Я лучше уйду. без меня вам тут будет лучше."
neutral,"Smile!!!
""Ребята, есть ли среди вас стоматолог, всё ли у меня с зубками впорядке?"""
speech,"Всех с наступающим! А также добра, тепла, счастья мгновений в новом году паболее этак! Феррари опционально избирательно всем и каждому) помните, что последний год живем, потом 2012 аррр!:) ну а также здоровья и золота! Ведь золото рулит!"
positive,"Викуль я очень рада,тому что ты у меня есть:*надеюсь не когда тебя не потреяю:*"
positive,ДОЧЬ РОДИЛАСЬ.СЧАСТЛИВЫЙ ПАПА.
speech,"Как вложить искренние глубокие чувства двух людей, их трепет и волнение в одну музыкальную фразу... и не потерять самое ценное - их ощущение полёта над Землей... предчувствие чего-то нового, большого, светлого в жизни... Я с абсолютной уверенностью могу сказать, что это видео - не дань моде, ничего лишнего, что нарушило бы эту тонкую гармонию. Ничего, что через годы будет не понятым )
Очень благодарна вам, Анна и Алексей, за ваш вкус, безграничное доверие и возможность сделать это волшебное видео, которое каждый раз согревает мне душу )"
neutral,На улице +7. Это реально холодно. Одевайтесь)
neutral,мы открылись:-)))
speech,"с праздником, дорогой*) 

Праздник мужа, брата, сына.
О, так вы удивлены?
Знаменательная дата,
День защитников страны!
Разгулялись кавалеры
Ах, какие молодцы!
Все сегодня в разной мере
Офицеры и бойцы!
Каждый нравом как Суворов,
Руки крепки как гранит!
Удальцов судьба хранит!"
neutral,"Вы любите красивые природные места, с выходом к воде? А вы любите баню? А посещали  вас мысли, оказавшись в красивых местах - ""...вот бы на этом берегу баньку!"". 
Баню очень люблю, и такие мысли посещают постоянно!
И вот, наконец мечта сбылась! Я стал обладателем мобильной бани, которая почти так и называется - ""Мобиба"".
Сегодня испытали ее с Чемпионом России и Европы по банному парению - Максимом.
Место оцените сами. Наша оценка бане - твердая пять, учитывая скромные внешние данные. Это тот случай, когда за скромной внешностью, скрываются такие потрясающие возможности!

P.S. Теперь для парения в бане и купания в проруби доступны любые места Тверской области и мира, куда сможет доехать авто и дойти ноги)))"
speech,"Сегодня международный мужской день!
(International Men's Day, IMD)
Всем лучи борща пацаны!!!"
neutral,Вот такой спальник берем :D
speech,"Андрей,с днём рождения!!!  😊 
Ты делаешь этот мир краше,  внося под кожу разные цвета и разрисовывая серые будни этого города.. 
Развивайся,самосовершенствуйся,стремись к поставленным целям! 
P.S. Спасибо за мои две татуировки :3 
Классный ты чувак!  Будем дальше забиваться 😉"
neutral,Гоняю на Matize)))))))Пока моя в ремонте...)))))
positive,Рок всегда будет жив =**
negative,хуйня все это ваша любовь. лучше кота на улице покормите. и то больше взаимности будет(с)
positive,"прощай Работа , да здравствуют ВЫХОДНЫЕ )))!!!!"
neutral,девочкам было скучно
neutral,Как я провёл вчерашний день
positive,"Спалил час назад кухню! Огонь тушил минуты три. Ничего серьезного, сгорел всего лишь один шкаф над печкой и встроенный кухонный будильник растекся. В общем, пока отмывал кухню от гари понял, как хорошо все-таки, что я не женат! Жена убила бы!!!)))"
skip,евшан зiлля
neutral,Свяяжии носкиии!!! )
neutral,я просто оставлю это здесь.
neutral,"моя мама, тещя, бабушка ;)"
neutral,"Очень не люблю переписывать чьи-то мысли, но очень люблю умных людей. В двойне люблю, когда умные люди имеет имеют смелость быть еще и сильными. Очень мало людей делает действительно качественный продукт в масс медиа. Парфенов, Бахтин, Губин. Прочитайте."
skip,"в ком Новый Год встретишь,с тем его и проведёшь :D"
neutral,это все они!
speech,"Прими мои все поздравления От всего сердца, от души.
Пусть в светлый праздник
День рождения
Мгновенья будут хороши! Горжусь, что есть сестра такая,
Горжусь, что я — любимый брат.
Сказать слова любви сегодня
Тебе я очень-очень рад! Пусть сбудутся твои желания,
Звучит всегда твой звонкий смех.
Пусть радуют тебя признания
И будь всегда прекрасней всех!"
neutral,Как-то так*** слушай роднуля****)
neutral,Дедульки заряжают до сих пор (2015)
positive,пойдет!кайфонавты))))))))
neutral,Подкрадухи
positive,Отличного дня! ;-)
neutral,"Девушка должна быть маленькой, что бы, когда она встает на каблуки, она стала большой, а не кобылой.))"
speech,"Спасибо, было очень интересно!"
skip,"настоящая подруга это та, которая будет серьезной и жесткой во время твоих моральных травм, потому что готовится к войне со всем миром,лишь бы видеть твою улыбку.."
positive,Небо..Море..Облака..^^
neutral,#прощайзима
skip,авцааааа***
positive,Мария Владимировна Михайлова с ансамблем только что победила на международном вокальном конкурсе!
skip,КОХААААЮ ТЕБЕЕЕ!!!)))))
positive,"Сходил тут на субботник к Арише в садик! Мелочь но приятно! Я походу единственный папа, из тех кто пришол!))"
positive,"У таких как ты — многое получится!
"
positive,"9 месяцев  слез , поисков, надежд и  наш кот нашелся !!"
positive,"ааа наконец то все круто )) спасибо вам мои хорошие, за афигенскую вечеринку, и релаксное воскресенье с чистой от дурных мыслей, головой)))"
positive,"Какая разница, тепло на улице или холодно, когда в твоей комнате целый день живёт маленькое солнышко?☀☀☀"
neutral,я знаю*)ты тоже)))
positive,"ДОЧЕНЬКА,я тебя тоже очень люблю. Спасибо ГОСПОДИ, что подарила нам тебя!"
neutral,"наша белка)))
"
neutral,Испытывали с любимой функцию фото в фото))))
neutral,Главная трансферная новость межсезонья НХЛ))))))
neutral,я думаю ты ее слышала 😎
positive,"💖Слова любви всегда одинаковы, - все зависит от того, из чьих уст они исходят💖 #будтеСчастливы и #любимы"
skip,Ты та.....которая будет пришевать мне пуговки!!!!!!! =))))))))))))
skip,мы любим тех кто нас не любит!)
positive,С такой красотой и дождливый день - не серый :)
neutral,"Без таких друзей как мои, я бы умерла со скуки. Честно.©"
positive,Любимиая моя коза=))))
negative,"Моя сестра была права, когда называла тебя дурачком)"
neutral,А у нас первый снег :)
positive,"5 ЛЕТ ВМЕСТЕ!!!!
С трудом я нахожу сейчас слова, 
Чтоб передать, как счастлива с тобою. 
Мы делим все невзгоды пополам, 
А радость умножаем мы с любовью. 
Когда мы начинали жить вдвоем, 
То всё казалось новым, неизвестным, 
Мы создавали свой уютный дом 
И общие искали интересы. 
И в 5-ую годовщину свадьбы я скажу: 
Нам это удалось и даже очень. 
Прости, я больше слов не нахожу 
И в знак любви поставлю многоточие..."
positive,"Кстати.......Хочешь, чтоб тебя любили - Люби!!!!!!!!!"
neutral,я короче спать!!!
neutral,Подготовился к зиме!
positive,НЕ ну ты глянь только это писецц)) особено бородатый жгёёётт!
neutral,"Мой братик, что-то натворил))))"
speech,"С наступающим праздником Весны и Любви, мои дорогие, прабабушки, бабушки, мамы, сёстры, девочки, девушки, женщины! Помните о том, что каждая из Вас прекрасна и неповторима в любом возрасте! Будьте всегда желанны и любимы:))) Это самый главный стимул для новых побед и свершений в жизни каждой из нас!"
neutral,"влюблена в [id30699511|Игоря]..... боже, ну и статус))))"
neutral,"Можно быть рядом, находясь за тысячи километров друг от друга, и бесконечно далеко, сидя на   одном диване."
positive,"вот он
ТОРТ МОЕЙ МЕЧТЫ!"
neutral,хочу обидеться!!! не выбрал на кого!!
negative,Тоска-устала бегала за козлом!!
skip,ето ппц))))
skip,я влюбилась в його голос!!!
neutral,Я -  либрокубикуларист)))))
positive,ахахахх)))
neutral,"Вода в море еще прохладная, но в кофте и куртке этого почти не чувствуется)"
speech,Оксана!!!!Поздравляю!чтобы все было красиво))))))
neutral,"Продолжи фразу: «Жить - хорошо, когда...»"
neutral,ВОт так вот!)
neutral,"Нашь новый сожитель, теперь она будет жить с нами)"
negative,"Когда тело твое принадлежит одному, а сердце другому, это уже
дерьмо собачье, а не любовь."
neutral,"Что-то с ушами не так, а ладно. Рядом же эта прелесть, точно."
speech,just married!!!!!!!!!!!! Всем друзьям и гостям огромное спасибо!!!
neutral,"Мужчина,способный на поступки, обречен быть любимым"
speech,"я слежу за тобой!!!!
привет!)))"
positive,"Любимая лизочка прости ,что так вышло что я так поздно поздравляю .ранче простр возможности не было .любимая я тебя безумно люблю и ты знаешь это . Я блогодарна твоей маме за то что Ты у меня есть !!!я тебя люблю сильно сильно .остольное ты услышь сейчас по телефону !"
neutral,Я начал играть в игру Веселая ферма 3. Ледниковый период. Новогоднее дополнение к игре Веселая ферма 3. Отправляйтесь вместе со Скарлетт
speech,"Спасибо подружка, за всё! ))"
positive,"Как же приятно снова встретить гаишника, которого до этого нагнул :)))"
speech,"Сегодня твой, конечно, день —
Ты самый сильный — мне поверь!
С тобой — не просто за стеной,
Я словно в крепости, родной!

От всех невзгод — ты защитишь,
Все бедствия предотвратишь.
В разведку и в последний бой,
Пойду без страха, я с тобой"
neutral,А можно все и сразу))))))))
neutral,ровно год до конца света) как быстро летит время)
positive,Послушай.мне нравиться.
speech,"На фото мое тринадцатилетие - 13 лет назад.
Что прошло того не вернешь, но воспоминания останутся еще на какое то время. Спасибо всем за приятные воспоминания.
Время идет, а жизнь проходит...все пройдет, и это тоже..."
positive,"ЛОВИ КОТЕНКА!!! САМОМУ ЛУЧШЕМУ БРАТУ♥ ТЫ САМЫЙ СМЕШНОЙ И ЗАЧЕТНЫЙ ПАЦАН♥ СПАСИБО ТЕБЕ ЗА ТО, ЧТО ТЫ ЕСТЬ♥
ПУСТЬ И НА ТВОЕЙ СТРАНИЦЕ ОСТАНЕТСЯ МОЙ СЛЕД♥ МНОГО ЛЮБВИ♥♥♥"
neutral,Вроде бы 2 класс😊☺
positive,"★Жизнь прекрасна, когда знаешь, что кого-то раздражаешь.★"
negative,продули....
neutral,Я засыпал и просыпался с одним и тем же в глазах...
neutral,вот бы все такие были мужики..да?))
positive,а теперь треки под которые можно овторить субботу чтобы не то что бы шея болела но голова вообще оторвалась))ахахаха
skip,"Нету парня. .. не беда, девкам весело всегда :D"
neutral,"всё ближе и ближе)
извиняюсь перед ценителями качества))
снимал на кроссовок))"
positive,"Самые лучшие моменты происходят с тобой, все самое лучшее даришь мне ты... ✨😘

Тогда зачем мне кто-то другой? Если благодаря тебе - внутри расцветают цветы... ❤🌸💝"
neutral,"17 этаж
Аее"
neutral,"Приехали друзья, сняли апартаменты, думали ДР отметить по кайфу, чтоб все красиво было. В итоге:"
neutral,Немногие мужчины умеют ценить женщин по-настоящему
neutral,Наш семейный доктор !!!
positive,"в который раз содрала себе половину твоего плейлиста)
ну, калассный же, что уж тут...!)
п.с. спасибо)"
positive,Шопинг прошел на пользу)
speech,"Катюшка!!поздравляю от души тебя!!
очень рада за вас!счастья вам,здоровья!
первый ребенок нашей команды...хеех))))"
neutral,"

Доброго всем времени суток. Нереальная история,которая приключилась со мной на свадьбе в прошлом году!"
positive,"Мы, настоящие мужчины, хотим видеть всех девушек мира красивыми, здоровыми и счастливыми! 
А не обкуренными и бухими! 
Кто согласен, благодарю за перепост!!!"
positive,Харош Унывать!)) Улыбайся)) как я)
neutral,[id195045390|у нас тут своя атмосфера]
neutral,Жесть...ты должна это посмотреть....))))))))
neutral,"А как Вам такой трейлер ArminOnly : Intense? Я уверен, что при просмотре у вас пошли мурашки по коже!:)"
positive,"Упоротость 👻👻👻)
Держи фотку братишка 😝💪👊
Ты ахуенный😍"
neutral,"...Я на нем панк-рок пиздоню, не найти во мне изъян...)))))))))"
positive,"Мне больше нравится, когда красавицы в хлам,
Мне улыбаются, а не каким-то чехлам.
Да мне так хочется вцепиться в твоё тельце, малыш,
Я ты звонишь своей маме."
neutral,кстати в последнее время я гагу не слшуаю:р
positive,Ты - мой повод быть лучше....©
neutral,по твоему уроку
positive,кукла моя**_
neutral,Небольшой шаг вперед =)
positive,сука трек - зачьот!!!!!!!
neutral,"Красивых любят чаще и прилежней, веселых любят меньше,но быстрей, - и молчаливых любят, только реже, зато уж если любят, то сильней! Высоцкий!"
positive,Надеюсь на этой неделе ты будешь лучшим!чмоки)))
skip,Лажыся Спать!!!!)))
speech,"Другу от чистого сердца желаю
В праздник чудесный – твой День рожденья:
Пусть каждый день дарит радость без края,
Добрые, яркие впечатленья!

Пусть тебя радует ростом карьера,
Пусть удивляет приятно судьба,
Чтобы все мечты воплотил свои смело,
Жил всем на радость, любим и любя!"
positive,Семья в сборе:)
positive,Это будет бомба 
positive,"Милые, милые китайцы. Перевод на русский всегда так добр и приятен. 
(Искала в приложении AliExpress перчаточки себе зимние, и вот...)"
positive,"один из лучших, что видел"
positive,Аврора и Красин в одном доке. Жопками друг к другу. Так мило.
negative,"Я устала и морально и физически мне нужны выходные, нужна подруга и алкоголь хочу танцевать, петь, орать и веселиться."
speech,о! Антош ты диплом защитил? нифига се....поздравляю....отмечать будем?
skip,Получила зарплату... Банкомат издал какие-то странные звуки... Думаю - ржал )))
skip,"Я такая, как всегда: могу быть шумной, как вода. Могу быть яркой, как звезда. Холодной, как кусочек льда. Могу обнять, могу согреть, могу из памяти стереть. Такая есть, такая я! Жизнь сделала такой меня"
positive,"Побывали на представлении в Арт-Заводе)
Толпа детей и мы такие,по 20 лет всем)
Но как же там было круто!!!как будто вернулись в детство)
Спасибо Лесе за новогоднюю сказку)"
neutral,ты это видела? это ж прям Реутов ТВ!))))
skip,Вот С нового майка Кореш писанул!На мой взгляд ровненькая капа - тепленькая......
positive,"    <-- один из новых сервисов меня приятно удивил большой базой исполнителей и легким, даже быстрым, грузом"
skip,"Жора - В душе прекрасен,в делах опасен)))"
positive,"Свобода! ☀ 💃 😊 😆 😃 Я вольна, как ветер в чистом поле! ✌ 🙏"
positive,балта рулит
positive,"Не совсем мой типаж, конечно, но полюбовалась с огромным удовольствием ))) 
(комментарии сильной половины человечества тоже доставили)"
speech,Приветики***))) соскучилась уже )))
neutral,"Когда мне должно было исполниться 8 лет я мечтал о кубике рубике.
И мне его подарили, но я так и не научился его собирать."
skip,Люблю люблю люблю тiбя а ти нехочиш знать мэня што дэлать мнэ как дальше жить вэдь я тiбя люблю....
positive,ет тож скачал круть
neutral,"- Кем стать хочешь?
- Самой лучшей мамой и женой!!!"
speech,"Медведик ты мой сладкий!Поздравляю тебя с твоим 20-летием!!!!!живи так как ты хочешь .не слушай других!)ты самая и лучшая!здоровья тебе!!и пусть вот эта куча.да даже еще больше всегда за тобой бегает!!!!потому что ты невероятной души человек,ну и вообще самая охриненная!)))сладусиклампампусиииикс праздникооооооом!уже 20 прикииииинь)))))а вот такие как венчик пусть тебя сторонооой обходяят)веселье только начинается!!!!!"
neutral,Теперь нас знают в России ещё и по этому ритуальному действию ) Вот что значит Сибирь !!!)
neutral,а неплохо. без смс
positive,Даже землянички немного насобирала)))))))
positive,"""Я верю в каждого из вас. И все у нас получится!"""
positive,Такой милый как ты)))))))))))
neutral,думаю ты её слышала
skip,барыгытыгар минньигэс да минньигэс романтичнай тууллэри!)))))))
positive,Вот это мне по нраву!..
neutral,слова этой песни ааа :D
positive,Ждем любимого с работы :)
skip,польша миняэ людей)хи-хи
neutral,Вот это так погодка в Египте :)
positive,пацан новую песню выпустил и возвращается на сцену) зочтено! завтрак проктологу!)
skip,"Ай ай ай!!!!! 
*Спокойной ночи малыши* уже кончились а ты еще не спишь!!
Как не стыдно!!)))))"
neutral,Чебурашка))
positive,ахаха ** да я забыла просто :D
neutral,Какая песня вам нравится больше?
positive,"ну вот и закончилось, последнее в этом году полное солнечное затмение ) /ждем конца света? xD/
вот никогда еще не наблюдал такого, спасибо технологиям, что позволили увидеть в прямом эфире эту красоту"
positive,"не удержалась - купила таки :З
from childhood :D"
speech,"Расту потихоньку) 16 стукнуло) Спасибо всем, кто был рядом на протяжении всех этих лет:) Спасибо за поддержку, за веру и за любовь:) За прекрасную жизнь!:)) и счастье:) Чтобы я без вас делала!!)))"
speech,"Спасибо за ночку, народ, всё было superb :)"
neutral,обменялись с любимой фамилией))**
positive,"Мечтайте, мечтайте чаще, и стремитесь к своим целям=) а пока еще 1 трек из нашего альбома. Приятного Прослушивания, надеюсь вам понравится :)"
skip,Что бы я еще у девочки српашивал что такое романтика...))))
skip,"Джу, загадай мне его на ночь, пожааалуйста:**** 
Всем волшебной ночи...."
positive,"В честь #юлявженеторт;)
ахахахахаха"
neutral,"Так нежно целовать,как целует он,не сможет никто..."
neutral,Цените мои новые трэки от соседок! еее)гет саб
positive,СЕГОДНЯ МОЙ СЫНОЧЕК ПРАЗДНУЕТ СВОЙ ПЕРВЫЙ ДЕНЬ РОЖДЕНИЯ!
positive,ПОЗДРАВТЕ ВСЕ МЕНЯ С ОТЦОВСТОМ !! У МЕНЯ СЫННННННННН !!!!!!!!!!!
negative,"Он дико тупой... я думаю, что 25 лет назад его родители не нашли в капусте младенца и решили воспитать кочан!))"
neutral,"Прогулка когда скучновато это конечно хорошо,но Тайгу мыть кому-то придетса:)"
positive,Счастья Вам ))))  не ругайтесь никогда !!!)) я за этим прокантролирую)))
positive,"хахаха!помнишь?!""вишенки"")))"
skip,"КОРОЧЕ МНЕ НАДОЕЛО
МОЛЧАТЬ....Я ЛЮБЛЮ
ТЕБЯ.....ТЫ СМЫСЛ МОЕЙ
ЖИЗНИ.....Я НЕ
ПРЕДСТАВЛЯЮ ЖИЗНИ БЕЗ
ТЕБЯ-сказал кролик
морковке и съел её)брось
это друзьям на стену,пусть
они фигеют первые 3
секунды =)"
positive,Чисто поржать)
positive,"Теплыхи ,мы очень соскучились!!!!"
neutral,"природа наделила меня талантом так рассказать любую шутку,чтоб никто не смеялся =)"
speech,"3 года прожили мы вместе,
Сегодня снова жених и невеста,
От слова «Горько!» - сладость на губах,
Искорки счастья мерцают в глазах.
С кожаною свадьбой, муж, поздравляю,
Жизни сказочной искренне желаю,
Пускай удача не проходит мимо,
Будь всегда весёлым и счастливым."
positive,У меня сегодня праздник!!!!!!  День парикмахера))))))))
neutral,"""Чистокровный"", настоящий, без каких либо понтов или еще чего то там, с отличным чувством юмора..
Получил обещанную педаль, взял альбом с автографом, пожал руку. Неее, на футболку денег не хватило:D
Отличный человек, а как музыкант еще лучше
Всем слушать nobody.one, всем ходить на концерты!!

P.S     А ""10 евро"" ребятки отдадите на следующем концерте))))))"
positive,Вот это находка 😂😂😂😂😂😂😂
positive,"В Твоих глазах таится радость,
Мечта о счастье и земной любви.
И сердцу моему ты романтическая сладость,
И о Тебе все тайные мои мечты.
Тебя люблю я, дорогая!
Любовь свою Тебе желаю я дарить.
И в голове несутся мысли стаей,
Любовь в Тебе желают пробудить.
Как птицы в небе мысли вьются,
Устремляясь к солнцу теплому, родному.
Все чувства для Тебя в слова непринужденно льются,
И сердце чувства наполняют кровью.
И с каждым днем мечта все крепнет,
Коснуться губ Твоих желанных.
И образ Твой стремление греет,
Тебя узреть в объятьях моих страстных."
negative,#МаршБандеровцев прошёл впустую. Столько людей искусства - и ни одной художественной акции... ТакЪ не победим! :-))
neutral,По любому также визжал)))
neutral,Быстрее Бэйла)))
neutral,ещё так могу)
neutral,"День четвертый! Провели день в Белогорске. Побывали в сафари парке (Тайган) где на территории 33 гектара увидели много разных зверей. Изюминкой является примерно 15 львов которые бегают по огромно территории (такого еще нигде не видели) Потом поехали на гору Ак-Кая. Первое впечатление - маленькая и залезть по склону будет легко, но потом оказалось все не так уж и просто! С вершины горы открывался чудесный вид на десятки километров. Еще у подножья горы нашли большую пещеру, но уже было темно и фоток нормальных нету, а было очень классно и немного страшно)) Когда возвращались в отель то заблудились в степи и пол часа искали дорогу. В целом день получился полный впечатлений, очень устали... Завтра нас ждут новые приключения)"
positive,"это тааакккооооой яядд!!!!!!!!!
ПО-ЦАААААРСКИИ!!!)))"
speech,Любимыыыый! Урааааа! С днем рождения пупсик мой любимый! Я тебя безумно люблю! 😚
neutral,"За каломойским уже алия выехала, исполнение 100%"
positive,"вот, полюбуйся:D красота то какая:D вот я про такие и имела ввиду:D"
neutral,"Мы пацаны тоже можем быть добрыми и мягкими, только для этого нам нужна та, которая будет это ценить!"
neutral,"вот, никогда не отгадаете!"
neutral,ждем-с собсна! хддд
neutral,На яхте 
negative,Ну сказочный уебан.
skip,"Врач футбольной команды ""Челси"" Ева Карнейро.
Я бы часто болела:)"
positive,"Я посвящу эту песню той, которая по настоящему будет любить меня..."
neutral,С одногрупниками =)
neutral,Как нужно правильно катать на катере!:)
positive,"ОООООО, ОНА Н-А-С-Т-У-П-И-Л-А!"
positive,"В ночь с 3-го на 4-е февраля у нас родилась дочка Лада)))! Родили детку дома в любящей, благоприятной, спокойной обстановке.))))"
positive,Я вспомнил за что люблю Доктора. лучшая серия у 11-го.
positive,ставь её себе ахах)
positive,"Внутри каждого из нас есть сила, чтобы превратить свою жизнь в чудо! 💓 😋 😉 😎"
neutral,вот это)))
skip,пошёл бухать вернусь утром)) всем пока всех люблю
positive,"15 августа работали на свадьбе у Андрея и Виталины!
Отличные ребята, а главное ихние сердца полны доброты любви и искренних чувств друг к другу.
Оставайтесь такими на всю жизнь! ))
Счастья, добра и удачи Вам в семейной жизни!
                      С любовью к Вам коллектив ст. ""Малина"""
neutral,наконец то признали
speech,"Моя девочка родная,
поздравляю тебя!
Родной мой человечек,
желаю чтоб ты достигла в
своей жизни всего, чего
желаешь!
Помни, что я ооочень тебя
люблю.
❤  ❤  ❤"
positive,Хочу в лето вернуться 🔆
neutral,Покатушки на льду по Сенежу!
positive,"Алёнка,скучаю)))***"
neutral,ни че малая)))
positive,а ж за душу взяло)))))
positive,"Это счастье, когда есть подруга, которой можно открыть сердце:)"
negative,Под последнюю аж сдохнуть хочется :/
neutral,подарите мне её))
neutral,"Дайте мне побыть девчонкой, я
устала взрослой быть… Я хочу
смеяться звонко, о проблемах
позабыть… Дайте мне такое
средство, чтобы хоть на полчаса,
я смогла вернуться в детство и
поверить в чудеса!"
skip,"ммм зая яка гарненька ава))
люблю тебе!!!!!!!!"
neutral,УМТ-3. Полуфинал. Артём Лоик 
neutral,"хо-хо, у меня теперь есть отчим."
neutral,"О этот момент, когда твоя сестренка уже выросла, и ее ресницы расчесывают ее бровки💃💅👑"
negative,"статус у 10летней девочки:
всё, что захочу - я получу, а кого хотела, я уже имела
ХУЯСЕ ТЫ ДЕРЗКАЯ"
skip,"Когда женщина выходит замуж, вместе с обручальным кольцом ей вручают незримую медаль... Она так и называется ""За мужество""."
positive,на теперь это рулит=D
speech,"Владочка,Бусинка моя,поздравляю с этим прекрасным празником. Сегодня все для тебя))* Будь самой счастливой)))*"
