"Words";"mean";"dispersion";"average rate";
"самостоятельный";"0,333333333333333";"0,471404520791032";"0";
"самоубийственный";"-1,66666666666667";"0,471404520791032";"-2";
"самоубийство";"-2";"0";"-2";
"самоубийца";"-0,666666666666667";"0,471404520791032";"-1";
"самоуверенный";"-1";"0";"-1";
"самый";"0,333333333333333";"0,471404520791032";"0";
"сан-паулу";"0";"0";"0";
"сан-франциско";"0";"0";"0";
"санитар";"0,333333333333333";"0,471404520791032";"0";
"санитарный";"0,333333333333333";"0,471404520791032";"0";
"санкт-петербург";"0";"0";"0";
"санкт-петербургский";"0";"0";"0";
"санкция";"0";"0";"0";
"санрайз";"0";"0";"0";
"сарай";"0";"0";"0";
"саркастический";"-0,666666666666667";"0,471404520791032";"-1";
"сатана";"-1";"0,816496580927726";"-1";
"сатанинский";"-1,66666666666667";"0,471404520791032";"-2";
"сатирический";"-0,666666666666667";"0,471404520791032";"-1";
"саудовский";"-0,333333333333333";"0,471404520791032";"0";
"сбережение";"0,25";"0,433012701892219";"0";
"сбивать";"0";"0,816496580927726";"0";
"сбивчивый";"-0,333333333333333";"0,471404520791032";"0";
"сближение";"0,666666666666667";"0,471404520791032";"1";
"сбор";"0";"0";"0";
"сборочный";"0";"0";"0";
"сброс";"-0,666666666666667";"0,74535599249993";"-1";
"сбывать";"-0,333333333333333";"0,471404520791032";"0";
"сваливать";"-1,25";"0,433012701892219";"-1";
"сваливаться";"-1";"0,816496580927726";"-1";
"свалка";"0";"0,816496580927726";"0";
"свастика";"-0,666666666666667";"0,471404520791032";"-1";
"сведение";"0,2";"0,4";"0";
"свеженький";"0,666666666666667";"1,24721912892465";"1";
"свердловский";"0";"0";"0";
"свержение";"-0,666666666666667";"0,471404520791032";"-1";
"сверстник";"0";"0";"0";
"сверхдержава";"0,666666666666667";"0,942809041582063";"1";
"сверхприбыльный";"2";"0";"2";
"сверхсекретный";"0";"0";"0";
"сверхсовременный";"0,333333333333333";"0,471404520791032";"0";
"сверхчеловеческий";"0";"0,816496580927726";"0";
"сверхъестественный";"0";"0";"0";
"светлый";"0,666666666666667";"0,942809041582063";"1";
"светочувствительный";"0";"0";"0";
"светский";"-0,111111111111111";"0,566557723732532";"0";
"свиблово";"0";"0";"0";
"свидетель";"0";"0";"0";
"свидетельствовать";"0";"0";"0";
"свинья";"-1";"0,816496580927726";"-1";
"свирепый";"-1,33333333333333";"0,471404520791032";"-1";
"свободный";"0,5";"0,5";"0";
"свободомыслящий";"1,33333333333333";"0,942809041582063";"1";
"своевременный";"0,666666666666667";"0,471404520791032";"1";
"своеобразный";"0";"0";"0";
"свойственный";"0";"0";"0";
"свора";"-1,33333333333333";"0,942809041582063";"-1";
"связывать";"0,333333333333333";"0,471404520791032";"0";
"святослав";"0";"0";"0";
"святость";"1,33333333333333";"0,471404520791032";"1";
"святыня";"1,4";"0,489897948556636";"1";
"священный";"0,6";"1,49666295470958";"1";
"сговор";"-1,2";"0,748331477354788";"-1";
"сгодиться";"0,333333333333333";"0,666666666666667";"0";
"сдача";"0";"0";"0";
"сдвигаться";"0";"0";"0";
"сделка";"-0,2";"0,4";"0";
"сдерживание";"-0,75";"0,82915619758885";"-1";
"сдерживать";"0,111111111111111";"0,737027731190089";"0";
"сдохнуть";"-2";"0";"-2";
"себастьян";"-0,111111111111111";"0,314269680527354";"0";
"себестоимость";"0";"0";"0";
"севастополь";"0";"0";"0";
"севастопольский";"0";"0";"0";
"север";"0";"0";"0";
"северный";"0";"0";"0";
"северо-запад";"0";"0";"0";
"североамериканский";"0";"0";"0";
"северокавказский";"0";"0";"0";
"северокорейский";"-0,111111111111111";"0,314269680527354";"0";
"севилья";"0";"0";"0";
"секретный";"0";"0";"0";
"сексуальность";"0,666666666666667";"0,471404520791032";"1";
"сексуальный";"0";"1";"0";
"секта";"-0,4";"0,489897948556636";"0";
"селение";"0";"0";"0";
"сельскохозяйственный";"0";"0";"0";
"сельсовет";"0";"0";"0";
"семенович";"0";"0";"0";
"семинар";"0";"0";"0";
"семья";"0,333333333333333";"0,471404520791032";"0";
"сенат";"0,166666666666667";"0,372677996249965";"0";
"сенатор";"0";"0";"0";
"сенегал";"0";"0";"0";
"сенкевич";"0";"0";"0";
"сенсационный";"1,1";"0,7";"1";
"сенсация";"0,333333333333333";"0,471404520791032";"0";
"сентиментальный";"-1";"0";"-1";
"сентябрь";"0";"0";"0";
"сепаратистский";"0";"0,816496580927726";"0";
"сербский";"0";"0";"0";
"сервисный";"0";"0";"0";
"сергеевич";"0";"0";"0";
"сердечный";"0,222222222222222";"0,785674201318386";"0";
"сердобольный";"0,666666666666667";"0,471404520791032";"1";
"сердюков";"-0,25";"0,433012701892219";"0";
"середина";"0";"0";"0";
"сержант";"0";"0";"0";
"сериальный";"-0,571428571428571";"0,728431359084684";"-1";
"серость";"-0,666666666666667";"0,471404520791032";"-1";
"серпуховский";"0";"0";"0";
"сертификат";"0";"0";"0";
"серый";"-0,142857142857143";"0,349927106111883";"0";
"серьезность";"0";"0";"0";
"серьезный";"0";"0";"0";
"сестра";"0";"0";"0";
"сетевой";"0";"0";"0";
"сетовать";"-0,333333333333333";"0,471404520791032";"0";
"сжижать";"-0,333333333333333";"0,471404520791032";"0";
"сибирский";"0";"0";"0";
"сибирь";"0";"0";"0";
"сибнефть";"0";"0";"0";
"сигнализация";"-0,333333333333333";"0,471404520791032";"0";
"сигналить";"0";"0";"0";
"сидеть";"-0,2";"0,4";"0";
"сидячий";"0";"0";"0";
"сикорский";"0";"0";"0";
"сила";"0,333333333333333";"0,471404520791032";"0";
"силовой";"0,666666666666667";"0,942809041582063";"1";
"сильнодействующий";"0";"1,63299316185545";"0";
"сильный";"-0,333333333333333";"0,471404520791032";"0";
"символ";"0";"0";"0";
"символика";"0";"0";"0";
"символический";"0";"0,816496580927726";"0";
"символичный";"0";"0";"0";
"симон";"0";"0";"0";
"симпатизировать";"0,555555555555556";"0,831479419283098";"1";
"симпатичный";"1";"0";"1";
"симпатия";"0,666666666666667";"0,471404520791032";"1";
"симптом";"0,25";"0,433012701892219";"0";
"симферополь";"0";"0";"0";
"син";"0";"0";"0";
"синагога";"0";"0";"0";
"синайский";"0";"0";"0";
"сингапур";"0";"0";"0";
"сингапурский";"0";"0";"0";
"синдром";"-0,333333333333333";"0,471404520791032";"0";
"синтетический";"-0,444444444444444";"0,496903994999953";"0";
"сионист";"-0,25";"0,433012701892219";"0";
"сионистский";"-0,333333333333333";"0,471404520791032";"0";
"сирийский";"0";"0";"0";
"сирия";"-0,333333333333333";"0,666666666666667";"0";
"сиротство";"-1";"0,666666666666667";"-1";
"систематический";"-0,333333333333333";"0,471404520791032";"0";
"системный";"0";"0";"0";
"ситуация";"0";"0";"0";
"сифилис";"-1,11111111111111";"0,87488976377909";"-1";
"сиэтл";"0,333333333333333";"0,471404520791032";"0";
"сказание";"0,333333333333333";"0,471404520791032";"0";
"сказываться";"-0,333333333333333";"0,471404520791032";"0";
"скальпель";"0";"0";"0";
"скандал";"-1";"0";"-1";
"скандальный";"-1";"0";"-1";
"скандинав";"-0,111111111111111";"0,314269680527355";"0";
"скандинавия";"0,111111111111111";"0,314269680527355";"0";
"скандинавский";"0";"0";"0";
"скандировать";"-0,333333333333333";"0,471404520791032";"0";
"скатиться";"-1,2";"0,4";"-1";
"скатывать";"-0,555555555555556";"0,684934889218775";"-1";
"скважина";"0";"0";"0";
"скверный";"-1,33333333333333";"0,471404520791032";"-1";
"скелет";"-0,5";"0,763762615825973";"0";
"скептик";"-0,6";"1,01980390271856";"-1";
"скептически";"-0,666666666666667";"0,471404520791032";"-1";
"скептический";"-0,75";"0,433012701892219";"-1";
"скидываться";"0";"0";"0";
"скинхед";"-0,666666666666667";"0,471404520791032";"-1";
"склад";"0,333333333333333";"0,471404520791032";"0";
"склоняться";"-0,125";"0,7806247497998";"0";
"скончаться";"-0,666666666666667";"0,471404520791032";"-1";
"скопление";"-0,333333333333333";"0,471404520791032";"0";
"скоропалительный";"-1";"0";"-1";
"скоропостижный";"-0,666666666666667";"0,942809041582063";"-1";
"скорострельный";"0";"0";"0";
"скорость";"0";"0";"0";
"скоротать";"0,333333333333333";"0,471404520791032";"0";
"скотина";"-0,666666666666667";"0,942809041582063";"-1";
"скриншот";"0";"0";"0";
"скромность";"0,5";"1,11803398874989";"0";
"скромный";"0,6";"1,01980390271856";"1";
"скрупулезный";"0,666666666666667";"0,471404520791032";"1";
"скрываться";"-0,2";"0,4";"0";
"скудный";"-0,666666666666667";"0,471404520791032";"-1";
"скудоумие";"-1,33333333333333";"0,471404520791032";"-1";
"скука";"-0,777777777777778";"0,415739709641549";"-1";
"скупать";"0";"0";"0";
"скучноватый";"-1";"0";"-1";
"скучный";"-1";"0";"-1";
"слабенький";"-1";"0";"-1";
"слабоватый";"-1";"0";"-1";
"слабонервный";"-1,33333333333333";"0,471404520791032";"-1";
"слаборазвитый";"-1";"0";"-1";
"слабость";"-1";"0";"-1";
"слабый";"-0,833333333333333";"0,372677996249965";"-1";
"славненько";"1";"0";"1";
"славянский";"0";"0";"0";
"сладенький";"0,333333333333333";"0,942809041582063";"0";
"сладкий";"0,888888888888889";"0,566557723732532";"1";
"сладость";"0,5";"1,11803398874989";"0";
"сланцевый";"0";"0";"0";
"слащавый";"-1";"0";"-1";
"следователь";"-0,333333333333333";"0,471404520791032";"0";
"следственный";"0";"0";"0";
"следствие";"0";"0";"0";
"слежение";"0";"0";"0";
"слезать";"-0,333333333333333";"0,471404520791032";"0";
"слезливый";"-0,666666666666667";"0,471404520791032";"-1";
"слезоточивый";"-0,5";"0,5";"0";
"слепой";"-0,666666666666667";"0,471404520791032";"-1";
"слетать";"0";"0";"0";
"сливать";"-1";"0,816496580927726";"-1";
"сливаться";"0";"0";"0";
"слишком";"-0,333333333333333";"0,471404520791032";"0";
"слияние";"0,666666666666667";"0,471404520791032";"1";
"слобода";"0";"0";"0";
"сложноватый";"-1";"0,816496580927726";"-1";
"сложность";"-0,333333333333333";"0,471404520791032";"0";
"сложный";"0,5";"0,5";"0";
"сломаться";"-0,666666666666667";"0,471404520791032";"-1";
"слуга";"0,666666666666667";"0,942809041582063";"1";
"служебный";"0";"0";"0";
"служить";"0";"0";"0";
"случайный";"0,2";"0,4";"0";
"слушание";"0";"0,471404520791032";"0";
"слушатель";"0,333333333333333";"0,471404520791032";"0";
"слышаться";"0";"0,471404520791032";"0";
"смаковать";"0,5";"0,763762615825973";"0";
"смарт";"0";"0";"0";
"смахивать";"-0,666666666666667";"0,942809041582063";"-1";
"смелость";"1,33333333333333";"0,471404520791032";"1";
"сменять";"0";"0";"0";
"смертельный";"-1,75";"0,433012701892219";"-2";
"смертник";"-1,88888888888889";"0,314269680527354";"-2";
"смертница";"-1,66666666666667";"0,471404520791032";"-2";
"смертность";"-1,33333333333333";"0,471404520791032";"-1";
"смертоносный";"-1,55555555555556";"0,496903994999953";"-2";
"смерть";"-0,666666666666667";"0,942809041582063";"-1";
"смесь";"0";"0";"0";
"сметать";"-0,666666666666667";"0,471404520791032";"-1";
"смехотворный";"-0,666666666666667";"0,942809041582063";"-1";
"смешивать";"-0,333333333333333";"0,471404520791032";"0";
"смешной";"0,666666666666667";"0,471404520791032";"1";
"смеяться";"-0,333333333333333";"0,942809041582063";"0";
"сми";"0";"0";"0";
"смирительный";"0";"0,816496580927726";"0";
"смиряться";"0";"0";"0";
"смутный";"-0,888888888888889";"0,314269680527354";"-1";
"смущать";"-0,666666666666667";"0,471404520791032";"-1";
"смысл";"0";"0";"0";
"смысловой";"0";"0";"0";
"смягчать";"0,666666666666667";"0,471404520791032";"1";
"смягчение";"1,33333333333333";"0,471404520791032";"1";
"снабжать";"-0,4";"1,01980390271856";"0";
"снайпер";"-0,666666666666667";"0,471404520791032";"-1";
"снайперский";"-0,555555555555556";"0,496903994999953";"-1";
"снаряд";"-1";"0,894427190999916";"-1";
"снаряжение";"0";"0";"0";
"сначала";"-0,2";"0,4";"0";
"снг";"0";"0";"0";
"снижать";"0";"0";"0";
"снижаться";"-0,666666666666667";"0,942809041582063";"-1";
"снижение";"-0,333333333333333";"0,471404520791032";"0";
"снисходительный";"-1";"0,816496580927726";"-1";
"снова";"0";"0";"0";
"сногсшибательный";"0,666666666666667";"1,88561808316413";"1";
"снятие";"0";"0";"0";
"соавтор";"0";"0";"0";
"собеседник";"0,4";"0,489897948556636";"0";
"собеседница";"0";"0";"0";
"собираться";"0";"0";"0";
"соблазн";"0";"0,942809041582063";"0";
"соблазнительный";"1";"0";"1";
"соблюдать";"0,444444444444444";"0,955813918560292";"0";
"соблюдаться";"0,2";"0,4";"0";
"соблюдение";"0,2";"0,4";"0";
"соболезнование";"-0,333333333333333";"0,942809041582063";"0";
"собрание";"-0,333333333333333";"0,471404520791032";"0";
"собственность";"0";"0";"0";
"собственный";"0";"0";"0";
"событие";"0";"0";"0";
"собянин";"0";"0";"0";
"совершать";"0";"0";"0";
"совершаться";"0,166666666666667";"0,372677996249965";"0";
"совершеннолетие";"0";"0";"0";
"совершенство";"1,33333333333333";"0,471404520791032";"1";
"совершенствование";"0,666666666666667";"0,74535599249993";"1";
"совет";"0";"0";"0";
"советник";"0";"0";"0";
"советский";"0";"0";"0";
"совещание";"-0,25";"0,433012701892219";"0";
"совковый";"-0,666666666666667";"0,471404520791032";"-1";
"совладелец";"0";"0";"0";
"совместимый";"0,333333333333333";"0,471404520791032";"0";
"совместный";"0";"0";"0";
"совокупный";"0";"0";"0";
"совпадать";"0,5";"0,5";"0";
"совпадение";"0,2";"0,4";"0";
"современный";"0";"0";"0";
"согласный";"0,666666666666667";"0,666666666666667";"1";
"согласование";"0";"0";"0";
"согласованный";"0";"0";"0";
"соглашаться";"-0,111111111111111";"0,737027731190089";"0";
"соглашение";"0,333333333333333";"0,471404520791032";"0";
"согражданин";"0";"0";"0";
"содействие";"0,333333333333333";"0,666666666666667";"0";
"содействовать";"0,666666666666667";"0,471404520791032";"1";
"содержательный";"-0,25";"1,08972473588517";"0";
"содержать";"0";"0";"0";
"содержаться";"0";"0";"0";
"содом";"-1,66666666666667";"0,471404520791032";"-2";
"содомия";"-0,666666666666667";"0,471404520791032";"-1";
"содомский";"-0,333333333333333";"0,471404520791032";"0";
"содрогаться";"0";"0,816496580927726";"0";
"содружество";"0,666666666666667";"0,471404520791032";"1";
"соединение";"-0,666666666666667";"0,942809041582063";"-1";
"соединять";"0,333333333333333";"0,471404520791032";"0";
"соединяться";"0";"0";"0";
"сожаление";"-1";"0";"-1";
"созвучный";"0,222222222222222";"0,415739709641549";"0";
"создаваться";"0";"0";"0";
"создание";"0";"0";"0";
"созерцание";"0,666666666666667";"0,942809041582063";"1";
"созерцательный";"0,444444444444444";"1,06574033851394";"0";
"сознание";"0";"0";"0";
"сознательно";"0,333333333333333";"0,471404520791032";"0";
"сознательный";"0,333333333333333";"0,471404520791032";"0";
"созыв";"0,111111111111111";"0,566557723732532";"0";
"сокамерник";"-0,666666666666667";"0,471404520791032";"-1";
"сокращать";"-1";"0,816496580927726";"-1";
"сокращаться";"-0,666666666666667";"0,471404520791032";"-1";
"сокращение";"-0,333333333333333";"0,471404520791032";"0";
"сокровенный";"0,666666666666667";"0,471404520791032";"1";
"сокрушительный";"0,666666666666667";"1,10554159678513";"1";
"сокрытие";"-0,666666666666667";"0,942809041582063";"-1";
"солдат";"0";"0";"0";
"солдатский";"0";"0";"0";
"солженицын";"0";"0";"0";
"солидарность";"0,333333333333333";"0,471404520791032";"0";
"солидный";"1,25";"0,433012701892219";"1";
"солнечный";"0,666666666666667";"0,471404520791032";"1";
"сомали";"0";"0";"0";
"сомалийский";"0";"0";"0";
"сомневаться";"-0,333333333333333";"0,471404520791032";"0";
"сомнение";"-0,333333333333333";"0,471404520791032";"0";
"сомнительный";"-0,777777777777778";"0,415739709641549";"-1";
"соображать";"0,5";"0,5";"0";
"соображение";"-0,25";"0,433012701892219";"0";
"сообщение";"0";"0";"0";
"сооружение";"0";"0";"0";
"соответствие";"0";"0";"0";
"соответствовать";"0,166666666666667";"0,372677996249965";"0";
"соотечественник";"0";"0";"0";
"сопереживание";"0,333333333333333";"0,471404520791032";"0";
"сопереживать";"1";"0";"1";
"соперник";"-0,333333333333333";"0,471404520791032";"0";
"соперничать";"-0,333333333333333";"0,471404520791032";"0";
"соперничество";"-0,666666666666667";"0,942809041582063";"-1";
"сопоставимый";"0,6";"0,8";"1";
"сопредседатель";"0";"0";"0";
"сопровождать";"0";"0";"0";
"сопровождаться";"-0,2";"0,4";"0";
"сопровождение";"0";"0";"0";
"сопротивление";"-0,333333333333333";"0,471404520791032";"0";
"сопротивляться";"-0,666666666666667";"0,471404520791032";"-1";
"соразмерный";"0";"0";"0";
"соратник";"0,333333333333333";"0,471404520791032";"0";
"сорняк";"-0,333333333333333";"0,471404520791032";"0";
"сортирный";"-1";"0,816496580927726";"-1";
"соседний";"0";"0,471404520791032";"0";
"сослуживец";"0";"0";"0";
"состояние";"-0,333333333333333";"0,471404520791032";"0";
"состоятельный";"0,2";"0,748331477354788";"0";
"состоять";"0";"0";"0";
"состояться";"0,5";"0,5";"0";
"сострадание";"1,125";"0,330718913883074";"1";
"сострадательный";"1,22222222222222";"0,785674201318386";"1";
"сотня";"0";"0,577350269189626";"0";
"сотрудник";"0";"0";"0";
"сотрудница";"0";"0";"0";
"сотрудничать";"0,111111111111111";"0,737027731190089";"0";
"сотрясение";"-0,777777777777778";"0,415739709641549";"-1";
"софия";"0";"0";"0";
"сохранение";"0,222222222222222";"0,628539361054709";"0";
"социал-демократ";"-0,333333333333333";"0,471404520791032";"0";
"социал-демократический";"0,333333333333333";"0,816496580927726";"0";
"социализация";"0";"0";"0";
"социалистический";"0";"0";"0";
"социально-политический";"0";"0";"0";
"социально-экономический";"0";"0";"0";
"социальный";"0";"0";"0";
"социологический";"0";"0";"0";
"социология";"-0,333333333333333";"0,471404520791032";"0";
"сочетать";"0";"0";"0";
"сочинение";"0,25";"0,433012701892219";"0";
"сочный";"1";"0,816496580927726";"1";
"сочувствие";"0";"0,816496580927726";"0";
"сочувствовать";"1";"0,471404520791032";"1";
"союз";"0";"0";"0";
"союзнический";"0,666666666666667";"0,471404520791032";"1";
"союзный";"0,333333333333333";"0,471404520791032";"0";
"спад";"0,333333333333333";"0,471404520791032";"0";
"спадать";"0";"1";"0";
"спасатель";"0,4";"0,489897948556636";"0";
"спасательный";"0,25";"0,433012701892219";"0";
"спасение";"1,33333333333333";"0,471404520791032";"1";
"спасибо";"1,22222222222222";"0,916245694581702";"1";
"спаситель";"0,666666666666667";"0,471404520791032";"1";
"спекулянт";"-1";"0";"-1";
"спекуляция";"-0,666666666666667";"0,471404520791032";"-1";
"спенсер";"0";"0";"0";
"специальность";"0";"0";"0";
"специальный";"0";"0";"0";
"специфический";"0";"0";"0";
"специфичный";"-0,333333333333333";"0,666666666666667";"0";
"спецназ";"0";"0";"0";
"спецназовец";"0";"0";"0";
"спиваться";"-1,44444444444444";"0,496903994999953";"-1";
"спиздить";"-2";"0";"-2";
"спирт";"0";"0";"0";
"списание";"-0,333333333333333";"0,471404520791032";"0";
"список";"0";"0";"0";
"сплошь";"0";"0";"0";
"сподвижник";"0";"0";"0";
"спокойно";"0,333333333333333";"0,471404520791032";"0";
"спокойный";"0,444444444444444";"1,34256066373273";"0";
"спокойствие";"0,666666666666667";"0,471404520791032";"1";
"спонсор";"0";"0";"0";
"спонтанный";"0,222222222222222";"0,628539361054709";"0";
"спорить";"0";"0,816496580927726";"0";
"спортивный";"0,333333333333333";"0,471404520791032";"0";
"способ";"0";"0";"0";
"способный";"0";"0";"0";
"способствование";"0,777777777777778";"0,628539361054709";"1";
"способствовать";"0,333333333333333";"0,471404520791032";"0";
"справедливость";"0,333333333333333";"0,942809041582063";"0";
"справедливый";"1";"0";"1";
"справляться";"0,666666666666667";"0,471404520791032";"1";
"спровоцировать";"-1";"0,816496580927726";"-1";
"спрос";"0,4";"0,489897948556636";"0";
"спрятать";"-0,666666666666667";"0,942809041582063";"-1";
"спуск";"0";"0";"0";
"спусковой";"0";"0";"0";
"спутниковый";"0";"0";"0";
"срабатывание";"0";"0";"0";
"сработать";"0";"0";"0";
"сравнение";"-0,2";"0,4";"0";
"сравнительный";"0";"0";"0";
"сражаться";"-0,111111111111111";"0,993807989999907";"0";
"сражение";"-0,333333333333333";"0,471404520791032";"0";
"средненький";"-0,25";"0,433012701892219";"0";
"срок";"0";"0";"0";
"срочный";"-0,25";"0,433012701892219";"0";
"срывать";"-1,33333333333333";"0,471404520791032";"-1";
"ссать";"-1,75";"0,433012701892219";"-2";
"ссора";"-1";"0";"-1";
"ссориться";"-1,11111111111111";"0,737027731190089";"-1";
"ссср";"0";"0";"0";
"ссылаться";"0";"0";"0";
"ссылка";"0";"0";"0";
"стабилизационный";"0";"0";"0";
"стабильность";"0,666666666666667";"0,471404520791032";"1";
"стабильный";"0,333333333333333";"0,471404520791032";"0";
"ставрополь";"-0,333333333333333";"0,471404520791032";"0";
"ставрополье";"0";"0";"0";
"ставропольский";"0";"0";"0";
"стагнация";"0";"0,816496580927726";"0";
"стадион";"0";"0";"0";
"стажировка";"0";"0";"0";
"сталинград";"0,444444444444444";"0,831479419283098";"0";
"сталинградский";"0,25";"0,433012701892219";"0";
"сталинист";"-0,25";"0,82915619758885";"0";
"стальной";"0";"0";"0";
"стамбул";"0";"0";"0";
"стамбульский";"0,111111111111111";"0,314269680527354";"0";
"стандарт";"0";"0";"0";
"стандартный";"0";"0";"0";
"станиславович";"0";"0";"0";
"станция";"0";"0";"0";
"старинный";"0,714285714285714";"0,880630571852711";"1";
"старомодный";"-0,333333333333333";"0,471404520791032";"0";
"старческий";"-0,666666666666667";"0,471404520791032";"-1";
"статистический";"0";"0";"0";
"стационар";"0";"0";"0";
"ствол";"-0,333333333333333";"0,471404520791032";"0";
"стекать";"0";"0";"0";
"стереотип";"-0,333333333333333";"0,471404520791032";"0";
"стереотипный";"-1";"0,666666666666667";"-1";
"стерильный";"0,5";"0,5";"0";
"стерлигов";"0";"0";"0";
"стесняться";"-0,333333333333333";"0,471404520791032";"0";
"стилистический";"0";"0";"0";
"стиль";"0";"0";"0";
"стимулировать";"0,25";"0,433012701892219";"0";
"стихийный";"0";"0";"0";
"сто";"0";"0";"0";
"стоимость";"0";"0";"0";
"стоить";"0";"0";"0";
"стоический";"0,2";"0,748331477354788";"0";
"стойкий";"0,666666666666667";"1,24721912892465";"1";
"стойкость";"1,66666666666667";"0,471404520791032";"2";
"стокгольм";"0";"0";"0";
"стокгольмский";"0";"0";"0";
"столица";"0";"0";"0";
"столичный";"0,2";"0,4";"0";
"столкновение";"-1";"0,816496580927726";"-1";
"стоматолог";"0";"0";"0";
"стоматологический";"0";"0";"0";
"стонать";"-1";"0";"-1";
"стопудовый";"0,6";"0,8";"1";
"сторона";"0";"0";"0";
"сторонний";"-0,166666666666667";"0,372677996249965";"0";
"страдание";"-1,375";"0,484122918275927";"-1";
"страна";"-0,111111111111111";"0,314269680527354";"0";
"странноватый";"-1";"0,816496580927726";"-1";
"странность";"-0,666666666666667";"0,471404520791032";"-1";
"страсть";"0,333333333333333";"0,471404520791032";"0";
"стратегический";"0";"0";"0";
"стратегия";"0,666666666666667";"0,942809041582063";"1";
"страхование";"0";"0";"0";
"страховщик";"0";"0";"0";
"страшненький";"-1,33333333333333";"0,471404520791032";"-1";
"стрелка";"0";"0";"0";
"стрелять";"-1";"0,816496580927726";"-1";
"стремительный";"0";"1,22474487139159";"0";
"стремиться";"0,5";"0,5";"0";
"стрессовый";"-1";"0";"-1";
"строгость";"-1";"0,816496580927726";"-1";
"строительный";"0";"0";"0";
"строительство";"0";"0";"0";
"строиться";"0";"0";"0";
"стройный";"0,666666666666667";"0,471404520791032";"1";
"строптивый";"-0,333333333333333";"0,471404520791032";"0";
"структура";"0";"0";"0";
"студент";"0";"0";"0";
"стыдливый";"-0,666666666666667";"0,471404520791032";"-1";
"стыдно";"-1,66666666666667";"0,471404520791032";"-2";
"субкультура";"0";"0";"0";
"субмарина";"0";"0";"0";
"субсидия";"0";"0";"0";
"субъект";"0";"0";"0";
"субъективный";"-0,333333333333333";"0,471404520791032";"0";
"суверенитет";"0,444444444444444";"0,684934889218775";"0";
"суверенный";"0";"0";"0";
"суворов";"0";"0";"0";
"суд";"0";"0";"0";
"судебно-медицинский";"0";"0";"0";
"судебный";"-0,333333333333333";"0,471404520791032";"0";
"судимость";"-0,333333333333333";"0,471404520791032";"0";
"судиться";"-1";"0,816496580927726";"-1";
"судовой";"0";"0";"0";
"судопроизводство";"0";"0";"0";
"судорожный";"-1";"0";"-1";
"судостроение";"0";"0";"0";
"судостроительный";"0";"0";"0";
"судья";"0,333333333333333";"0,471404520791032";"0";
"сужденный";"-1";"0,816496580927726";"-1";
"суицид";"-1,33333333333333";"0,471404520791032";"-1";
"сукин";"-2";"0";"-2";
"сулейман";"-0,111111111111111";"0,314269680527354";"0";
"султан";"0,666666666666667";"0,942809041582063";"1";
"сумасшествие";"-1";"0";"-1";
"сумбурный";"-1";"0";"-1";
"суметь";"0,333333333333333";"0,471404520791032";"0";
"суммарный";"0";"0";"0";
"сумрачный";"0";"0";"0";
"суннитский";"-0,444444444444444";"0,684934889218775";"0";
"супер";"1,33333333333333";"0,471404520791032";"1";
"суперсовременный";"1,33333333333333";"0,942809041582063";"1";
"суровый";"0";"0";"0";
"сутенер";"-1,66666666666667";"0,471404520791032";"-2";
"сутки";"0";"0";"0";
"сухопутный";"0";"0";"0";
"существо";"0,111111111111111";"0,314269680527354";"0";
"существование";"-0,111111111111111";"0,566557723732532";"0";
"сущий";"0";"0";"0";
"сущность";"-0,333333333333333";"0,471404520791032";"0";
"суэцкий";"0";"0";"0";
"сфальсифицировать";"-1,33333333333333";"0,471404520791032";"-1";
"сфера";"0";"0";"0";
"сформировывать";"0";"0";"0";
"сформировываться";"0";"0";"0";
"сформулировать";"0,333333333333333";"0,471404520791032";"0";
"схватка";"-0,666666666666667";"0,471404520791032";"-1";
"схватывать";"0,333333333333333";"0,471404520791032";"0";
"схватываться";"0";"0";"0";
"схематичный";"0";"0";"0";
"сход";"0";"0";"0";
"сходство";"0";"0";"0";
"сцена";"0";"0";"0";
"счастие";"1,55555555555556";"0,684934889218775";"2";
"счастливый";"1,33333333333333";"0,471404520791032";"1";
"счет";"0";"0";"0";
"счетчик";"0";"0";"0";
"сша";"0";"0";"0";
"съемочный";"0";"0";"0";
"сыграть";"0,333333333333333";"0,471404520791032";"0";
"сын";"-0,666666666666667";"0,942809041582063";"-1";
"сырье";"0";"0";"0";
"сытый";"0,333333333333333";"0,942809041582063";"0";
"сычуань";"0";"0";"0";
"сьерра";"0";"0";"0";
"сэкономить";"0,333333333333333";"0,471404520791032";"0";
"сэнди";"0";"0";"0";
"сюжет";"0";"0";"0";
"сюрприз";"0";"0,816496580927726";"0";
"сюрреалистический";"-0,666666666666667";"0,942809041582063";"-1";
"табакокурение";"-0,333333333333333";"0,471404520791032";"0";
"таблица";"0";"0";"0";
"таганрог";"0";"0";"0";
"таганский";"0";"0";"0";
"тагил";"0";"0";"0";
"таджикистан";"-0,111111111111111";"0,566557723732532";"0";
"таджикский";"0";"0";"0";
"таиланд";"0";"0";"0";
"тайвань";"-0,666666666666667";"0,942809041582063";"-1";
"тайваньский";"-0,111111111111111";"0,314269680527354";"0";
"тайна";"-0,222222222222222";"0,415739709641549";"0";
"тактический";"0";"0";"0";
"тактичный";"0,666666666666667";"0,471404520791032";"1";
"талантливый";"1";"0";"1";
"таллинн";"0";"0";"0";
"таллинский";"0";"0";"0";
"тамбовский";"0";"0";"0";
"тамерлан";"0";"0";"0";
"таможенный";"0";"0";"0";
"тамошний";"-0,333333333333333";"0,471404520791032";"0";
